ablation,country,n_scenarios,jsd,pearson_r,spearman_rho,mae,rmse,mis,cosine_sim,n_criteria,flip_rate,mean_reliability_r,std_reliability_r,mean_bootstrap_var,std_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,mean_positional_bias,std_positional_bias,mean_delta_consensus,mean_delta_opt,mean_delta_opt_micro,std_delta_opt_micro,final_delta_country,final_alpha_h,prior_steps,util_slope_hat,util_slope_se,util_n_obs,elapsed_sec,model_Species_Humans,human_Species_Humans,model_Gender_Female,human_Gender_Female,model_Age_Young,human_Age_Young,model_Fitness_Fit,human_Fitness_Fit,model_SocialValue_High,human_SocialValue_High,model_Utilitarianism_More,human_Utilitarianism_More,abserr_Age_Young,signerr_Age_Young,abserr_Fitness_Fit,signerr_Fitness_Fit,abserr_Gender_Female,signerr_Gender_Female,abserr_SocialValue_High,signerr_SocialValue_High,abserr_Species_Humans,signerr_Species_Humans,abserr_Utilitarianism_More,signerr_Utilitarianism_More,seed
No debiasing,CHN,310,0.06042659584662491,-0.7219677652338331,-0.3142857142857143,16.81658860795996,19.316030365974346,0.4731441825274255,-0.7219677652338331,6,0.0,0.9871728090219903,0.018522722982117285,0.0005236834422904411,0.0007712166827131562,0.6215233844134116,0.6181383372314515,0.5966307369932051,0.0,0.0,-0.3210100598392948,,-0.1567878030300621,0.0697578890368271,-0.15595094212049915,0.9279215377612339,313,0.0018656782602700286,0.020693511010406,20,0.5296280384063721,49.3250106503411,82.96620500219134,50.02096025658199,55.19476030733905,50.113179320268856,67.68699640349796,49.93943859182991,56.5775251415192,50.04101824270061,66.7318304360344,49.96741563068014,71.1492370495804,17.573817083229102,-17.573817083229102,6.638086549689291,-6.638086549689291,5.173800050757059,-5.173800050757059,16.69081219333379,-16.69081219333379,33.641194351850245,-33.641194351850245,21.18182141890027,-21.18182141890027,42
Without persona,CHN,310,0.05867427486086471,0.4609716146565073,0.6,16.701700028800474,19.112048811357102,0.46814767526990647,0.4609716146565072,6,0.29354838709677417,0.9950310106602817,0.006535092418274502,0.0002001239220268116,0.0002647640813838691,0.31928778353237336,0.31800468958193256,0.29419627473238974,0.09891693041689935,0.04383275406581516,0.0001339578099789158,,-3.707366901630115e-05,0.009876555384559315,-0.005464970396587093,0.9279215377612339,313,-0.0005836385136240282,0.0007498035896869763,20,0.5445582866668701,50.07899945165634,82.96620500219134,49.99731919125109,55.19476030733905,50.04796037230951,67.68699640349796,50.02603753146835,56.5775251415192,49.93801604488253,66.7318304360344,50.008021575791716,71.1492370495804,17.639036031188446,-17.639036031188446,6.551487610050856,-6.551487610050856,5.197441116087965,-5.197441116087965,16.79381439115187,-16.79381439115187,32.88720555053501,-32.88720555053501,21.14121547378869,-21.14121547378869,42
No country prior (a_h=0),CHN,310,0.05886614351383396,-0.07953413830785323,0.14285714285714288,16.69498326688223,19.118209286088874,0.46829857546656806,-0.07953413830785323,6,0.4935483870967742,0.9953354251740307,0.006865208439834139,0.00018798006069143498,0.00027854258304024125,0.3191320045821128,0.3165287041375714,0.2929362673432596,0.09891693041689935,0.04383275406581516,0.0002049507272820319,,0.0006187460557069449,0.008445337730272073,0.0,0.0,0,-0.000507865846157055,0.0009707314986389701,20,0.549741268157959,49.95032995939255,82.96620500219134,49.99981603452138,55.19476030733905,50.042991588513054,67.68699640349796,50.0056337316831,56.5775251415192,50.00796660780906,66.7318304360344,50.12991681694985,71.1492370495804,17.644004814984903,-17.644004814984903,6.571891409836105,-6.571891409836105,5.194944272817672,-5.194944272817672,16.72386382822534,-16.72386382822534,33.0158750427988,-33.0158750427988,21.019320232630555,-21.019320232630555,42
No-IS (consensus only) + Always-on PT-IS,CHN,310,0.05884991425633858,-0.13459792701134776,-0.3714285714285715,16.72254358700033,19.140651954326838,0.46884830632306385,-0.13459792701134776,6,0.2032258064516129,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09891693041689935,0.04383275406581516,0.0002049507272820319,,0.0002049507272820319,0.003339099471686068,-0.00020107013183060494,0.9279215377612339,313,-0.0002533166130518,0.0001774528606520063,20,0.35529208183288574,49.999133900826756,82.96620500219134,50.00169635089286,55.19476030733905,49.97963413843479,67.68699640349796,49.99623498905624,56.5775251415192,50.00615252809034,66.7318304360344,49.9884409108594,71.1492370495804,17.707362265063168,-17.707362265063168,6.581290152462962,-6.581290152462962,5.193063956446196,-5.193063956446196,16.72567790794406,-16.72567790794406,32.96707110136459,-32.96707110136459,21.160796138721004,-21.160796138721004,42
No-IS (consensus only) + No debiasing,CHN,310,0.062005791836279335,-0.863255124907033,-0.8285714285714287,16.940916717658137,19.51568370496618,0.4780346705871546,-0.8632551249070329,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.3210100598392948,,-0.3210100598392948,0.10274356004066543,-0.31272041789879235,0.9279215377612339,313,0.0020373330754076546,0.03977008737268466,20,0.33888936042785645,48.846641624353445,82.96620500219134,49.981369124196206,55.19476030733905,49.94736227845482,67.68699640349796,50.108793915212004,56.5775251415192,50.06133905175118,66.7318304360344,49.71554804024588,71.1492370495804,17.73963412504314,-17.73963412504314,6.468731226307199,-6.468731226307199,5.213391183142846,-5.213391183142846,16.670491384283217,-16.670491384283217,34.1195633778379,-34.1195633778379,21.43368900933453,-21.43368900933453,42
No-IS (consensus only) + Without persona,CHN,310,0.05886774792701321,-0.11772883192376983,-0.08571428571428573,16.712821424861705,19.133190755940735,0.46866554503390745,-0.11772883192376986,6,0.16774193548387098,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09891693041689935,0.04383275406581516,0.0001339578099789158,,0.0001339578099789158,0.006993533780379643,-0.00467715577439737,0.9279215377612339,313,-0.00012301841661562123,0.0005181482292003627,20,0.35449910163879395,50.00162102246141,82.96620500219134,50.004314972472606,55.19476030733905,50.04227888047167,67.68699640349796,50.022910874217295,56.5775251415192,49.951122996250916,66.7318304360344,50.007377045118226,71.1492370495804,17.644717523026287,-17.644717523026287,6.554614267301908,-6.554614267301908,5.190445334866446,-5.190445334866446,16.780707439783484,-16.780707439783484,32.96458397972994,-32.96458397972994,21.14186000446218,-21.14186000446218,42
No-IS (consensus only) + No country prior (a_h=0),CHN,310,0.058780696570929915,0.3696190390404622,0.14285714285714288,16.722324718378115,19.13640868966034,0.4687443679902987,0.3696190390404621,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09891693041689935,0.04383275406581516,0.0002049507272820319,,0.0002049507272820319,0.003339099471686068,0.0,0.0,0,-0.000260414183139785,0.0003201395383600689,20,0.36211538314819336,50.02136215567589,82.96620500219134,49.990035210336956,55.19476030733905,49.96473575631777,67.68699640349796,49.995659639437996,56.5775251415192,50.01708935946226,66.7318304360344,49.983723908662796,71.1492370495804,17.722260647180185,-17.722260647180185,6.581865502081207,-6.581865502081207,5.204725097002097,-5.204725097002097,16.71474107657214,-16.71474107657214,32.944842846515456,-32.944842846515456,21.16551314091761,-21.16551314091761,42
Always-on PT-IS + No debiasing,CHN,310,0.06141837202118301,-0.8227635371527778,-0.6,16.921268759778552,19.463951455443382,0.4767674944413828,-0.8227635371527777,6,0.0,1.0,0.0,0.0005973242647556047,0.0008491839087522839,0.620743175091282,0.6207887983129871,0.5997862975443563,0.0,0.0,-0.3210100598392948,,-0.1592788906527623,0.07053514277495468,-0.14959954398094505,0.9279215377612339,313,0.0017566126207122987,0.021220468473303396,20,0.5204625129699707,49.0796703111539,82.96620500219134,49.97578301690326,55.19476030733905,50.03321975617011,67.68699640349796,50.03609784444081,56.5775251415192,50.11273235070016,66.7318304360344,49.541438502122816,71.1492370495804,17.653776647327845,-17.653776647327845,6.541427297078393,-6.541427297078393,5.218977290435795,-5.218977290435795,16.619098085334237,-16.619098085334237,33.88653469103745,-33.88653469103745,21.60779854745759,-21.60779854745759,42
Always-on PT-IS + Without persona,CHN,310,0.05885469225801743,-0.0531485490724057,0.08571428571428573,16.7041039303335,19.125115334197083,0.46846773840661016,-0.053148549072405696,6,0.3096774193548387,1.0,0.0,0.00020538580657740473,0.000315253969971876,0.3192219657763358,0.31600424892479373,0.2937054881165104,0.09891693041689935,0.04383275406581516,0.0001339578099789158,,0.0003719693079831139,0.009570788619237219,-0.0032214388648397346,0.9279215377612339,313,0.00021701423605958138,0.00045061062872584975,20,0.534015417098999,49.978970955447735,82.96620500219134,50.014499391677006,55.19476030733905,50.03881082738679,67.68699640349796,50.004830119475216,56.5775251415192,49.9558898812113,66.7318304360344,50.088929582963324,71.1492370495804,17.648185576111167,-17.648185576111167,6.5726950220439875,-6.5726950220439875,5.180260915662046,-5.180260915662046,16.7759405548231,-16.7759405548231,32.98723404674361,-32.98723404674361,21.060307466617083,-21.060307466617083,42
Always-on PT-IS + No country prior (a_h=0),CHN,310,0.058941551655515935,-0.16310918250579237,0.08571428571428573,16.702770803238888,19.128853143929202,0.46855929567260324,-0.16310918250579237,6,0.49032258064516127,1.0,0.0,0.0002080845563634497,0.000318672849750371,0.313376803600019,0.3132414212149958,0.29065323755625755,0.09891693041689935,0.04383275406581516,0.0002049507272820319,,9.270349077151847e-05,0.008657117154142921,0.0,0.0,0,-0.00026218146085737185,0.0007606499552675076,20,0.5436327457427979,49.96001794934273,82.96620500219134,50.05076493535723,55.19476030733905,50.0606270134449,67.68699640349796,50.00427236159643,56.5775251415192,49.891799949109554,66.7318304360344,50.122447311878204,71.1492370495804,17.626369390053057,-17.626369390053057,6.573252779922775,-6.573252779922775,5.143995371981823,-5.143995371981823,16.840030486924846,-16.840030486924846,33.00618705284862,-33.00618705284862,21.026789737702202,-21.026789737702202,42
No debiasing + Without persona,CHN,310,0.057425331875053776,0.7419346238421157,0.3714285714285715,16.665124097827444,19.007303616519817,0.4655819524663089,0.741934623842116,6,0.0,0.9952526232085882,0.007406589855896986,0.0001914702041858569,0.0003014933337929762,0.3167973950024574,0.31643052947136663,0.29326257325949207,0.0,0.0,0.09905088822687826,,0.09929840991333608,0.04455988380183649,0.08661414720150856,0.9279215377612339,313,-0.002530919524572801,0.012579913472227257,20,0.5173745155334473,50.494397743177274,82.96620500219134,49.94910289825439,55.19476030733905,50.19070047749646,67.68699640349796,49.84429735130355,56.5775251415192,50.013203916162006,66.7318304360344,49.824107366804014,71.1492370495804,17.496295926001494,-17.496295926001494,6.7332277902156505,-6.7332277902156505,5.245657409084664,-5.245657409084664,16.718626519872394,-16.718626519872394,32.47180725901407,-32.47180725901407,21.325129682776392,-21.325129682776392,42
No debiasing + No country prior (a_h=0),CHN,310,0.05866005854644604,0.39239289019340706,0.2,16.657357043391407,19.073133494227793,0.4671944485684525,0.39239289019340706,6,0.0,0.9873449066354485,0.016068824710386804,0.0005148442487277509,0.0006630073329442289,0.6188970418707017,0.6252110783130892,0.5976511104452995,0.0,0.0,-0.3210100598392948,,-0.15833027236644298,0.07042675871212223,0.0,0.0,0,0.0011426761746406644,0.023250449940961326,20,0.5259308815002441,50.061211436986916,82.96620500219134,50.06839390311922,55.19476030733905,50.03187363346417,67.68699640349796,49.97668668627739,56.5775251415192,50.07088143378496,66.7318304360344,50.15336498618126,71.1492370495804,17.655122770033785,-17.655122770033785,6.600838455241814,-6.600838455241814,5.12636640421983,-5.12636640421983,16.66094900224944,-16.66094900224944,32.90499356520443,-32.90499356520443,20.995872063399148,-20.995872063399148,42
Without persona + No country prior (a_h=0),CHN,310,0.05905611777100995,-0.386050400842518,-0.2571428571428572,16.69173115556603,19.126038970587974,0.4684903627852658,-0.3860504008425181,6,0.2709677419354839,0.99501379894039,0.007162310650385814,0.0002009915280023782,0.0002903610625421629,0.3152619007614351,0.31473648937479143,0.2908515765782326,0.09891693041689935,0.04383275406581516,0.0001339578099789158,,-8.828286438309137e-05,0.009704870744485483,0.0,0.0,0,-0.0012549296021461254,0.0010663020310844038,20,0.5427615642547607,49.93030026555061,82.96620500219134,50.07261263472693,55.19476030733905,50.02863754828771,67.68699640349796,50.014149993658066,56.5775251415192,49.9702225998044,66.7318304360344,50.140244364738464,71.1492370495804,17.658358855210246,-17.658358855210246,6.563375147861137,-6.563375147861137,5.1221476726121224,-5.1221476726121224,16.76160783623,-16.76160783623,33.03590473664073,-33.03590473664073,21.008992684841942,-21.008992684841942,42
No-IS (consensus only) + Always-on PT-IS + No debiasing,CHN,310,0.062005791836279335,-0.863255124907033,-0.8285714285714287,16.940916717658137,19.51568370496618,0.4780346705871546,-0.8632551249070329,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.3210100598392948,,-0.3210100598392948,0.10274356004066543,-0.31272041789879235,0.9279215377612339,313,0.0020373330754076546,0.03977008737268466,20,0.3328864574432373,48.846641624353445,82.96620500219134,49.981369124196206,55.19476030733905,49.94736227845482,67.68699640349796,50.108793915212004,56.5775251415192,50.06133905175118,66.7318304360344,49.71554804024588,71.1492370495804,17.73963412504314,-17.73963412504314,6.468731226307199,-6.468731226307199,5.213391183142846,-5.213391183142846,16.670491384283217,-16.670491384283217,34.1195633778379,-34.1195633778379,21.43368900933453,-21.43368900933453,42
No-IS (consensus only) + Always-on PT-IS + Without persona,CHN,310,0.05886774792701321,-0.11772883192376983,-0.08571428571428573,16.712821424861705,19.133190755940735,0.46866554503390745,-0.11772883192376986,6,0.16774193548387098,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09891693041689935,0.04383275406581516,0.0001339578099789158,,0.0001339578099789158,0.006993533780379643,-0.00467715577439737,0.9279215377612339,313,-0.00012301841661562123,0.0005181482292003627,20,0.34743380546569824,50.00162102246141,82.96620500219134,50.004314972472606,55.19476030733905,50.04227888047167,67.68699640349796,50.022910874217295,56.5775251415192,49.951122996250916,66.7318304360344,50.007377045118226,71.1492370495804,17.644717523026287,-17.644717523026287,6.554614267301908,-6.554614267301908,5.190445334866446,-5.190445334866446,16.780707439783484,-16.780707439783484,32.96458397972994,-32.96458397972994,21.14186000446218,-21.14186000446218,42
No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),CHN,310,0.058780696570929915,0.3696190390404622,0.14285714285714288,16.722324718378115,19.13640868966034,0.4687443679902987,0.3696190390404621,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09891693041689935,0.04383275406581516,0.0002049507272820319,,0.0002049507272820319,0.003339099471686068,0.0,0.0,0,-0.000260414183139785,0.0003201395383600689,20,0.35537099838256836,50.02136215567589,82.96620500219134,49.990035210336956,55.19476030733905,49.96473575631777,67.68699640349796,49.995659639437996,56.5775251415192,50.01708935946226,66.7318304360344,49.983723908662796,71.1492370495804,17.722260647180185,-17.722260647180185,6.581865502081207,-6.581865502081207,5.204725097002097,-5.204725097002097,16.71474107657214,-16.71474107657214,32.944842846515456,-32.944842846515456,21.16551314091761,-21.16551314091761,42
No-IS (consensus only) + No debiasing + Without persona,CHN,310,0.0573676069247498,0.7970540857929479,0.5428571428571429,16.656272592051774,18.996620210493493,0.4653202635315142,0.7970540857929478,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09905088822687826,,0.09905088822687826,0.044239696783090754,0.08906412273523649,0.9279215377612339,313,-0.002643345790000071,0.012582228316673572,20,0.3297102451324463,50.48501273921261,82.96620500219134,49.940706896897666,55.19476030733905,50.19881355984336,67.68699640349796,49.83331398162992,56.5775251415192,50.02886358237676,66.7318304360344,49.882208027891416,71.1492370495804,17.4881828436546,-17.4881828436546,6.744211159889282,-6.744211159889282,5.2540534104413865,-5.2540534104413865,16.702966853657642,-16.702966853657642,32.48119226297874,-32.48119226297874,21.26702902168899,-21.26702902168899,42
No-IS (consensus only) + No debiasing + No country prior (a_h=0),CHN,310,0.05864853965013634,0.6609898575388617,0.8285714285714287,16.724909168384126,19.131453277237057,0.4686229856712779,0.6609898575388617,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.3210100598392948,,-0.3210100598392948,0.10274356004066543,0.0,0.0,0,-2.7519464492775608e-05,0.0434018133715467,20,0.3408834934234619,50.00719234347344,82.96620500219134,49.9705286536898,55.19476030733905,49.985840767621994,67.68699640349796,49.94572599728902,56.5775251415192,49.99426394701004,66.7318304360344,50.05354762077332,71.1492370495804,17.701155635875963,-17.701155635875963,6.631799144230186,-6.631799144230186,5.224231653649255,-5.224231653649255,16.73756648902436,-16.73756648902436,32.9590126587179,-32.9590126587179,21.095689428807084,-21.095689428807084,42
No-IS (consensus only) + Without persona + No country prior (a_h=0),CHN,310,0.05878510592857912,0.09550169027067441,0.14285714285714288,16.702996549622153,19.120172469109274,0.46834666343328474,0.0955016902706744,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09891693041689935,0.04383275406581516,0.0001339578099789158,,0.0001339578099789158,0.006993533780379643,0.0,0.0,0,6.512999534607499e-05,0.000815997345399113,20,0.3570594787597656,49.9853515625,82.96620500219134,49.99282504831042,55.19476030733905,50.03037765622139,67.68699640349796,50.01410593589147,56.5775251415192,49.92920130491257,66.7318304360344,50.13671353459358,71.1492370495804,17.656618747276568,-17.656618747276568,6.563419205627731,-6.563419205627731,5.20193525902863,-5.20193525902863,16.802629131121833,-16.802629131121833,32.980853439691344,-32.980853439691344,21.012523514986825,-21.012523514986825,42
Always-on PT-IS + No debiasing + Without persona,CHN,310,0.0572506897687895,0.8030918686489291,0.5428571428571429,16.649951037350448,18.984255599923095,0.46501739366385725,0.8030918686489292,6,0.0,1.0,0.0,0.0001779616896497996,0.00029324497355249205,0.3181466709702246,0.3191676885850968,0.2947948324584192,0.0,0.0,0.09905088822687826,,0.09950714488663981,0.04476300365478084,0.09024694889960638,0.9279215377612339,313,-0.002987778886633005,0.012696953867838319,20,0.5152950286865234,50.5292514377779,82.96620500219134,49.92516818767252,55.19476030733905,50.20320159601075,67.68699640349796,49.8392770797823,56.5775251415192,50.037259384874474,66.7318304360344,49.87269042994173,71.1492370495804,17.483794807487207,-17.483794807487207,6.738248061736904,-6.738248061736904,5.269592119666534,-5.269592119666534,16.694571051159926,-16.694571051159926,32.43695356441344,-32.43695356441344,21.27654661963868,-21.27654661963868,42
Always-on PT-IS + No debiasing + No country prior (a_h=0),CHN,310,0.058415562629994075,0.6081632104785455,0.7142857142857143,16.70028840874323,19.09611241622144,0.4677573149056891,0.6081632104785455,6,0.0,1.0,0.0,0.0005720531948201843,0.0008122091037599564,0.6153722821704803,0.6209983332503226,0.596731309448519,0.0,0.0,-0.3210100598392948,,-0.15718957918786233,0.07040554193751128,0.0,0.0,0,0.002244864404201558,0.023904297297790637,20,0.5198321342468262,50.1037310063839,82.96620500219134,50.01432870115553,55.19476030733905,50.02870286504427,67.68699640349796,49.92965131998062,56.5775251415192,49.89937264472246,66.7318304360344,50.12903735041618,71.1492370495804,17.658293538453684,-17.658293538453684,6.647873821538582,-6.647873821538582,5.180431606183525,-5.180431606183525,16.83245779131194,-16.83245779131194,32.86247399580744,-32.86247399580744,21.020199699164223,-21.020199699164223,42
Always-on PT-IS + Without persona + No country prior (a_h=0),CHN,310,0.058982301448805806,-0.313064989255525,-0.14285714285714288,16.732759990327168,19.157555384577837,0.46926235411324047,-0.31306498925552495,6,0.26129032258064516,1.0,0.0,0.0002040105579805084,0.0002910821628701561,0.3174896130638738,0.31885792382301825,0.2946429725616209,0.09891693041689935,0.04383275406581516,0.0001339578099789158,,0.00042215617459958357,0.009728251722171993,0.0,0.0,0,0.00020761936903003657,0.0013573842351874547,20,0.5340187549591064,49.91552725434303,82.96620500219134,49.97357483421053,55.19476030733905,50.00478555758794,67.68699640349796,50.02282281716665,56.5775251415192,49.920626915991306,66.7318304360344,50.07265701889991,71.1492370495804,17.68221084591002,-17.68221084591002,6.554702324352554,-6.554702324352554,5.221185473128521,-5.221185473128521,16.811203520043094,-16.811203520043094,33.05067774784831,-33.05067774784831,21.076580030680496,-21.076580030680496,42
No debiasing + Without persona + No country prior (a_h=0),CHN,310,0.058333692427741037,0.431203097866518,0.48571428571428577,16.64703107885116,19.044711837350313,0.46649826299850955,0.43120309786651806,6,0.0,0.9952682990401528,0.006521520524997821,0.00019058153647041187,0.0002640204858312298,0.3192081475930829,0.31863143742084504,0.29455331121721573,0.0,0.0,0.09905088822687826,,0.10004441929200003,0.04524183273678074,0.0,0.0,0,-0.00023930966854093498,0.015112703818724744,20,0.515207052230835,50.23050159215927,82.96620500219134,49.88125647817339,55.19476030733905,50.061433017253876,67.68699640349796,50.12647410233816,56.5775251415192,50.23047439754009,66.7318304360344,49.89422827959061,71.1492370495804,17.62556338624408,-17.62556338624408,6.451051039181046,-6.451051039181046,5.313503829165661,-5.313503829165661,16.501356038494308,-16.501356038494308,32.73570341003207,-32.73570341003207,21.2550087699898,-21.2550087699898,42
No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,CHN,310,0.0573676069247498,0.7970540857929479,0.5428571428571429,16.656272592051774,18.996620210493493,0.4653202635315142,0.7970540857929478,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09905088822687826,,0.09905088822687826,0.044239696783090754,0.08906412273523649,0.9279215377612339,313,-0.002643345790000071,0.012582228316673572,20,0.32279229164123535,50.48501273921261,82.96620500219134,49.940706896897666,55.19476030733905,50.19881355984336,67.68699640349796,49.83331398162992,56.5775251415192,50.02886358237676,66.7318304360344,49.882208027891416,71.1492370495804,17.4881828436546,-17.4881828436546,6.744211159889282,-6.744211159889282,5.2540534104413865,-5.2540534104413865,16.702966853657642,-16.702966853657642,32.48119226297874,-32.48119226297874,21.26702902168899,-21.26702902168899,42
No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),CHN,310,0.05864853965013634,0.6609898575388617,0.8285714285714287,16.724909168384126,19.131453277237057,0.4686229856712779,0.6609898575388617,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.3210100598392948,,-0.3210100598392948,0.10274356004066543,0.0,0.0,0,-2.7519464492775608e-05,0.0434018133715467,20,0.3331031799316406,50.00719234347344,82.96620500219134,49.9705286536898,55.19476030733905,49.985840767621994,67.68699640349796,49.94572599728902,56.5775251415192,49.99426394701004,66.7318304360344,50.05354762077332,71.1492370495804,17.701155635875963,-17.701155635875963,6.631799144230186,-6.631799144230186,5.224231653649255,-5.224231653649255,16.73756648902436,-16.73756648902436,32.9590126587179,-32.9590126587179,21.095689428807084,-21.095689428807084,42
No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),CHN,310,0.05878510592857912,0.09550169027067441,0.14285714285714288,16.702996549622153,19.120172469109274,0.46834666343328474,0.0955016902706744,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.09891693041689935,0.04383275406581516,0.0001339578099789158,,0.0001339578099789158,0.006993533780379643,0.0,0.0,0,6.512999534607499e-05,0.000815997345399113,20,0.3499162197113037,49.9853515625,82.96620500219134,49.99282504831042,55.19476030733905,50.03037765622139,67.68699640349796,50.01410593589147,56.5775251415192,49.92920130491257,66.7318304360344,50.13671353459358,71.1492370495804,17.656618747276568,-17.656618747276568,6.563419205627731,-6.563419205627731,5.20193525902863,-5.20193525902863,16.802629131121833,-16.802629131121833,32.980853439691344,-32.980853439691344,21.012523514986825,-21.012523514986825,42
No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),CHN,310,0.05863323236479268,0.20344620295854954,0.08571428571428573,16.658592086223134,19.071916537212505,0.46716463933118896,0.2034462029585496,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09905088822687826,,0.09905088822687826,0.044239696783090754,0.0,0.0,0,0.00012540221214295356,0.014938526767028337,20,0.32813000679016113,50.168020129203796,82.96620500219134,49.93077227047512,55.19476030733905,50.072310964266464,67.68699640349796,50.144299368063606,56.5775251415192,50.19286021590232,66.7318304360344,49.84673887491226,71.1492370495804,17.614685439231494,-17.614685439231494,6.433225773455597,-6.433225773455597,5.263988036863935,-5.263988036863935,16.53897022013208,-16.53897022013208,32.79818487298755,-32.79818487298755,21.302498174668145,-21.302498174668145,42
Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),CHN,310,0.058849780166729176,0.006908257247973588,-0.14285714285714288,16.70956250208875,19.128934522242368,0.46856128902603716,0.006908257247973603,6,0.0,1.0,0.0,0.0002090137238024712,0.000316809746767454,0.31587225323723206,0.31190031641914,0.29008825454981096,0.0,0.0,0.09905088822687826,,0.09956387762701319,0.04481553015335843,0.0,0.0,0,-0.0002787381410598485,0.014896388964004697,20,0.5084686279296875,50.075063705444336,82.96620500219134,49.861520188195364,55.19476030733905,50.02715935309728,67.68699640349796,50.148297150929764,56.5775251415192,50.22466994822026,66.7318304360344,49.71246898174286,71.1492370495804,17.659837050400675,-17.659837050400675,6.429227990589439,-6.429227990589439,5.333240119143689,-5.333240119143689,16.50716048781414,-16.50716048781414,32.89114129674701,-32.89114129674701,21.436768067837548,-21.436768067837548,42
No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),CHN,310,0.05863323236479268,0.20344620295854954,0.08571428571428573,16.658592086223134,19.071916537212505,0.46716463933118896,0.2034462029585496,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09905088822687826,,0.09905088822687826,0.044239696783090754,0.0,0.0,0,0.00012540221214295356,0.014938526767028337,20,0.3217604160308838,50.168020129203796,82.96620500219134,49.93077227047512,55.19476030733905,50.072310964266464,67.68699640349796,50.144299368063606,56.5775251415192,50.19286021590232,66.7318304360344,49.84673887491226,71.1492370495804,17.614685439231494,-17.614685439231494,6.433225773455597,-6.433225773455597,5.263988036863935,-5.263988036863935,16.53897022013208,-16.53897022013208,32.79818487298755,-32.79818487298755,21.302498174668145,-21.302498174668145,42
Full SWA-DPBR,JPN,310,0.05478874393399534,0.7487611451753317,0.6571428571428573,15.90488995090025,18.03691287122819,0.4418123306954734,0.7487611451753318,6,0.4612903225806452,0.9943428834309868,0.007599013650917344,0.00022810817068077334,0.00030898165899414474,0.31751554603538207,0.3128352625716117,0.2916642041456315,0.9487142129290489,0.30599603619745125,-0.0001590099666387804,,0.0006972595597260572,0.008734914152983012,0.0004600595699972052,0.9279215377612339,313,-6.464193788904344e-05,0.0007178105346428202,20,0.5642802715301514,50.029593491572854,79.82474186208034,49.97880349954127,54.73972407640619,49.99139038940236,70.0032045118601,49.94541003076533,56.22273648607725,49.97130765031106,65.91141816927926,50.03877281905138,68.6827924803426,20.011814122457743,-20.011814122457743,6.277326455311922,-6.277326455311922,4.760920576864919,-4.760920576864919,15.940110518968197,-15.940110518968197,29.79514837050749,-29.79514837050749,18.644019661291217,-18.644019661291217,42
No-IS (consensus only),JPN,310,0.055008841470915774,-0.14453144741174578,-0.14285714285714288,15.89015152853932,18.036091525792067,0.4417922119232626,-0.14453144741174573,6,0.1870967741935484,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9487142129290489,0.30599603619745125,-0.0001590099666387804,,-0.0001590099666387804,0.0033729621294915756,-0.000820139526292184,0.9279215377612339,313,-5.975631684529725e-05,0.0001708100128188266,20,0.36669111251831055,50.01517523576445,79.82474186208034,50.010725046851256,54.73972407640619,50.009489167658806,70.0032045118601,50.01771120294642,56.22273648607725,50.00141995212497,65.91141816927926,49.989187809463935,68.6827924803426,19.9937153442013,-19.9937153442013,6.20502528313083,-6.20502528313083,4.7289990295549345,-4.7289990295549345,15.909998217154289,-15.909998217154289,29.809566626315892,-29.809566626315892,18.693604670878663,-18.693604670878663,42
